"No.","Time","Source","Destination","Protocol","Length","Info"
"30168","116.992472","192.168.7.28","192.168.31.255","BROWSER","216","Get Backup List Request"
"30169","116.992484","192.168.7.28","192.168.31.255","NBNS","92","Name query NB E&TC<1b>"
"30170","116.992608","192.168.3.148","192.168.31.255","NBNS","92","Name query NB ACCOUNT1<00>"
"30174","117.017157","192.168.3.208","192.168.31.255","NBNS","92","Name query NB ROBO21<20>"
"30175","117.019085","192.168.3.208","192.168.31.255","NBNS","92","Name query NB ROBO21<00>"
"30177","117.032472","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30180","117.051916","10.10.13.46","239.255.255.250","SSDP","552","NOTIFY * HTTP/1.1 "
"30182","117.054515","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","581","NOTIFY * HTTP/1.1 "
"30187","117.119317","192.168.4.101","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30192","117.171219","192.168.20.10","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"30196","117.226011","fe80::f04b:9e02:75c9:1ce4","ff02::1:2","DHCPv6","146","Solicit XID: 0xcbfa2b CID: 0001000120f83666484d7eaff6b4 "
"30198","117.245682","192.168.9.131","192.168.31.255","NBNS","92","Name query NB ISATAP<00>"
"30199","117.282076","192.168.20.10","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"30206","117.407667","192.168.4.125","224.0.0.251","MDNS","243","Standard query response 0x0000  TXT, cache flush PTR linux-11 [f8:bc:12:8f:bf:f4]._workstation._tcp.local SRV, cache flush 0 0 9 linux-11.local AAAA, cache flush fe80::fabc:12ff:fe8f:bff4 A, cache flush 192.168.4.125 PTR _workstation._tcp.local"
"30207","117.409513","10.10.13.46","239.255.255.250","SSDP","536","NOTIFY * HTTP/1.1 "
"30208","117.411613","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","565","NOTIFY * HTTP/1.1 "
"30209","117.430936","192.168.5.221","224.0.0.251","MDNS","194","Standard query 0x0000  ANY c.5.6.5.0.9.e.f.f.f.2.1.c.b.a.f.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY linux-15.local, ""QM"" question"
"30210","117.430977","10.10.13.210","224.0.0.251","MDNS","137","Standard query response 0x0000  AAAA, cache flush fd05:cc42:1c2::cd4 HINFO, cache flush X86_64 LINUX A, cache flush 10.10.13.210"
"30211","117.430987","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"30213","117.463007","192.168.15.162","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30216","117.493636","10.10.13.46","239.255.255.250","SSDP","481","NOTIFY * HTTP/1.1 "
"30217","117.493672","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","510","NOTIFY * HTTP/1.1 "
"30218","117.493691","10.10.13.46","239.255.255.250","SSDP","552","NOTIFY * HTTP/1.1 "
"30219","117.495215","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","581","NOTIFY * HTTP/1.1 "
"30220","117.501263","fe80::1074:26f9:3541:1eba","ff02::1:2","DHCPv6","152","Solicit XID: 0x8e2942 CID: 000100011e54b2d764006a274927 "
"30229","117.538412","10.10.15.174","224.0.0.251","MDNS","276","Standard query 0x0000  ANY 8.8.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.c.1.0.2.4.c.c.5.0.d.f.ip6.arpa, ""QM"" question ANY linux-16.local, ""QM"" question ANY 174.15.10.10.in-addr.arpa, ""QM"" question"
"30230","117.538607","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"30233","117.539986","192.168.5.123","224.0.0.251","MDNS","137","Standard query response 0x0000  AAAA, cache flush fe80::7a45:c4ff:fe29:128f HINFO, cache flush X86_64 LINUX A, cache flush 192.168.5.123"
"30234","117.543168","10.10.10.57","224.0.0.251","MDNS","275","Standard query 0x0000  ANY 7.6.8.e.5.0.e.f.f.f.6.6.f.1.a.c.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY linux-16.local, ""QM"" question ANY 57.10.10.10.in-addr.arpa, ""QM"" question"
"30235","117.543203","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"30269","117.584578","10.10.13.61","10.10.15.255","NBNS","92","Name query NB 4NBIZAC8.RU<00>"
"30274","117.588898","192.168.28.38","224.0.0.252","LLMNR","75","Standard query 0xde2a  A WIN-JJVQTFUFFR8"
"30281","117.592874","192.168.15.171","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"30313","117.660746","192.168.3.221","192.168.3.255","NBNS","92","Name query NB ISATAP<00>"
"30314","117.661266","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","86","Standard query 0x5b81  A isatap"
"30315","117.661406","192.168.3.221","224.0.0.252","LLMNR","66","Standard query 0x5b81  A isatap"
"30326","117.695257","fe80::104b:adee:75e6:c425","ff02::1:3","LLMNR","95","Standard query 0x555a  A WIN-JJVQTFUFFR8"
"30327","117.695598","192.168.14.61","224.0.0.252","LLMNR","75","Standard query 0x555a  A WIN-JJVQTFUFFR8"
"30328","117.696663","192.168.28.38","224.0.0.252","LLMNR","75","Standard query 0xde2a  A WIN-JJVQTFUFFR8"
"30354","117.741719","192.168.7.28","192.168.31.255","NBNS","92","Name query NB E&TC<1b>"
"30355","117.745460","192.168.7.205","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"30371","117.769628","10.10.13.46","239.255.255.250","SSDP","538","NOTIFY * HTTP/1.1 "
"30372","117.769652","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","567","NOTIFY * HTTP/1.1 "
"30373","117.770812","192.168.3.208","192.168.31.255","NBNS","92","Name query NB ROBO21<00>"
"30375","117.803288","fe80::104b:adee:75e6:c425","ff02::1:3","LLMNR","95","Standard query 0x555a  A WIN-JJVQTFUFFR8"
"30376","117.803339","192.168.14.61","224.0.0.252","LLMNR","75","Standard query 0x555a  A WIN-JJVQTFUFFR8"
"30385","117.878684","192.168.3.140","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"30388","117.899724","192.168.7.20","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30395","117.997689","192.168.5.106","8.8.8.8","DNS","81","Standard query 0x46ea  A 3.fedora.pool.ntp.org"
"30396","117.997767","192.168.5.106","8.8.8.8","DNS","81","Standard query 0xfad8  AAAA 3.fedora.pool.ntp.org"
"30398","118.006211","192.168.14.61","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30399","118.020582","10.10.14.44","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"30403","118.083536","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","86","Standard query 0x5b81  A isatap"
"30404","118.083582","192.168.3.221","224.0.0.252","LLMNR","66","Standard query 0x5b81  A isatap"
"30405","118.120190","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","152","Standard query 0x0c59  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"30406","118.120235","192.168.3.221","224.0.0.252","LLMNR","132","Standard query 0x0c59  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"30407","118.126500","fe80::21cd:6c58:ea6e:ae1f","ff02::1:2","DHCPv6","149","Solicit XID: 0xe9529d CID: 0001000120eba067902b342681a9 "
"30409","118.134256","192.168.15.113","192.168.31.255","NBNS","92","Name query NB MICROSOFT.COM<00>"
"30411","118.207921","192.168.15.162","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30412","118.253033","192.168.16.157","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"30416","118.347235","10.10.13.61","10.10.15.255","NBNS","92","Name query NB 4NBIZAC8.RU<00>"
"30417","118.356913","192.168.15.171","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"30423","118.398241","10.10.12.59","10.10.15.255","NBNS","92","Name query NB DSP11<20>"
"30424","118.422131","192.168.3.221","192.168.3.255","NBNS","92","Name query NB ISATAP<00>"
"30427","118.445392","10.10.10.65","10.10.15.255","NBNS","92","Name query NB WPAD.INFOTECH<00>"
"30429","118.484537","10.10.13.73","224.0.0.252","LLMNR","67","Standard query 0xc352  AAAA pict-pc"
"30431","118.491608","192.168.7.28","192.168.31.255","NBNS","92","Name query NB E&TC<1b>"
"30432","118.491837","192.168.7.205","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"30433","118.519097","192.168.3.208","192.168.31.255","NBNS","92","Name query NB ROBO21<00>"
"30436","118.538531","10.10.15.174","224.0.0.251","MDNS","276","Standard query 0x0000  ANY 8.8.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.c.1.0.2.4.c.c.5.0.d.f.ip6.arpa, ""QM"" question ANY linux-17.local, ""QM"" question ANY 174.15.10.10.in-addr.arpa, ""QM"" question"
"30437","118.538561","10.10.15.243","224.0.0.251","MDNS","137","Standard query response 0x0000  AAAA, cache flush fe80::7a45:c4ff:fe27:8853 HINFO, cache flush X86_64 LINUX A, cache flush 10.10.15.243"
"30438","118.538567","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"30439","118.543513","fe80::8919:80f4:4d2e:b3f8","ff02::1:2","DHCPv6","154","Solicit XID: 0x369c22 CID: 000100011db051984437e6022ad0 "
"30440","118.543545","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","152","Standard query 0x0c59  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"30441","118.543550","192.168.3.221","224.0.0.252","LLMNR","132","Standard query 0x0c59  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"30442","118.545083","10.10.10.57","224.0.0.251","MDNS","275","Standard query 0x0000  ANY 7.6.8.e.5.0.e.f.f.f.6.6.f.1.a.c.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY linux-17.local, ""QM"" question ANY 57.10.10.10.in-addr.arpa, ""QM"" question"
"30443","118.545400","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"30504","118.649883","10.10.10.122","10.10.15.255","NBNS","92","Name query NB IT.INFOTECH<20>"
"30522","118.665617","192.168.7.20","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30556","118.705928","10.10.14.78","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"30557","118.705955","10.10.10.91","10.10.15.255","NBNS","92","Name query NB EDLAB13<20>"
"30591","118.755330","fe80::8872:ad63:65ec:eb94","ff02::1:2","DHCPv6","153","Solicit XID: 0xae057 CID: 000100010d2a81d7001fd03f1d6b "
"30593","118.770155","192.168.14.61","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30595","118.807209","10.10.10.75","255.255.255.255","DB-LSP-DISC","175","Dropbox LAN sync Discovery Protocol"
"30596","118.808783","10.10.10.75","10.10.15.255","DB-LSP-DISC","175","Dropbox LAN sync Discovery Protocol"
"30600","118.872306","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30601","118.879037","192.168.3.140","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"30605","118.898152","192.168.15.113","192.168.31.255","NBNS","92","Name query NB MICROSOFT.COM<00>"
"30606","118.906172","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"30607","118.906506","192.168.9.73","224.0.0.252","LLMNR","64","Standard query 0xa62b  A wpad"
"30610","118.945657","10.10.10.94","10.10.15.255","NBNS","92","Name query NB MPLAB03<20>"
"30612","118.957903","192.168.15.162","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30614","119.012003","10.10.14.78","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"30616","119.031131","10.10.14.44","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"30618","119.047446","10.10.10.123","10.10.15.255","UDP","63","Source port: 57660  Destination port: 32412"
"30619","119.047561","10.10.10.123","10.10.15.255","UDP","63","Source port: 57659  Destination port: 32414"
"30622","119.111636","10.10.13.61","10.10.15.255","NBNS","92","Name query NB 4NBIZAC8.RU<00>"
"30623","119.122920","192.168.15.171","192.168.31.255","NBNS","92","Name query NB G.CEIPMSN.COM<00>"
"30625","119.132550","fe80::21cd:6c58:ea6e:ae1f","ff02::1:2","DHCPv6","149","Solicit XID: 0xe9529d CID: 0001000120eba067902b342681a9 "
"30626","119.139744","10.10.12.37","224.0.0.251","MDNS","103","Standard query 0x0000  PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"30627","119.140068","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"30629","119.147845","10.10.12.59","10.10.15.255","NBNS","92","Name query NB DSP11<20>"
"30630","119.181722","192.168.3.221","192.168.3.255","NBNS","92","Name query NB ISATAP<00>"
"30631","119.192698","10.10.10.65","10.10.15.255","NBNS","92","Name query NB WPAD.INFOTECH<00>"
"30636","119.241753","192.168.7.205","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"30637","119.242628","192.168.7.28","192.168.31.255","NBNS","92","Name query NB EDLABCABIN<20>"
"30638","119.269185","192.168.3.208","192.168.31.255","NBNS","92","Name query NB ROBO21<00>"
"30639","119.272595","192.168.7.28","192.168.31.255","NBNS","92","Name query NB EDLABCABIN<00>"
"30640","119.275576","192.168.7.28","192.168.31.255","BROWSER","216","Get Backup List Request"
"30641","119.275591","192.168.7.28","192.168.31.255","NBNS","92","Name query NB DMM<1b>"
"30642","119.275881","192.168.3.15","192.168.31.255","NBNS","92","Name query NB ACCOUNT1<00>"
"30645","119.309019","10.10.14.78","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"30649","119.327584","192.168.9.73","224.0.0.252","LLMNR","64","Standard query 0xa62b  A wpad"
"30651","119.348616","10.10.10.123","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"30653","119.372996","10.10.13.46","239.255.255.250","SSDP","524","NOTIFY * HTTP/1.1 "
"30654","119.373020","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","553","NOTIFY * HTTP/1.1 "
"30658","119.399375","10.10.10.122","10.10.15.255","NBNS","92","Name query NB IT.INFOTECH<20>"
"30659","119.400323","192.168.9.208","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30662","119.428255","192.168.7.20","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30663","119.445014","192.168.3.120","192.168.31.255","BROWSER","250","Local Master Announcement PICT-NI08, Workstation, Server, SQL Server, Print Queue Server, NT Workstation, Potential Browser, Master Browser"
"30665","119.455386","10.10.10.91","10.10.15.255","NBNS","92","Name query NB EDLAB13<20>"
"30672","119.496133","10.10.13.46","239.255.255.250","SSDP","524","NOTIFY * HTTP/1.1 "
"30673","119.496164","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","553","NOTIFY * HTTP/1.1 "
"30696","119.535460","10.10.13.46","239.255.255.250","SSDP","536","NOTIFY * HTTP/1.1 "
"30697","119.535495","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","565","NOTIFY * HTTP/1.1 "
"30698","119.535516","192.168.14.61","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30699","119.539582","10.10.15.174","224.0.0.251","MDNS","276","Standard query 0x0000  ANY 8.8.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.c.1.0.2.4.c.c.5.0.d.f.ip6.arpa, ""QM"" question ANY linux-18.local, ""QM"" question ANY 174.15.10.10.in-addr.arpa, ""QM"" question"
"30700","119.539614","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"30752","119.621648","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30758","119.634867","10.10.10.123","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"30765","119.655609","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"30768","119.662610","192.168.15.113","192.168.31.255","NBNS","92","Name query NB MICROSOFT.COM<00>"
"30772","119.688845","192.168.3.148","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30782","119.698041","10.10.10.94","10.10.15.255","NBNS","92","Name query NB MPLAB03<20>"
"30794","119.718745","10.10.13.46","239.255.255.250","SSDP","472","NOTIFY * HTTP/1.1 "
"30795","119.718779","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","501","NOTIFY * HTTP/1.1 "
"30799","119.720951","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"30802","119.721019","192.168.9.73","224.0.0.252","LLMNR","64","Standard query 0x3368  A wpad"
"30830","119.789617","10.10.15.174","224.0.0.251","MDNS","276","Standard query 0x0000  ANY 8.8.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.c.1.0.2.4.c.c.5.0.d.f.ip6.arpa, ""QM"" question ANY linux-18.local, ""QM"" question ANY 174.15.10.10.in-addr.arpa, ""QM"" question"
"30831","119.789666","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"30834","119.857400","192.168.14.28","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30838","119.879166","192.168.3.140","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"30839","119.883915","fe80::8127:21ac:9828:c2e0","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"30841","119.885716","192.168.15.171","192.168.31.255","NBNS","92","Name query NB G.CEIPMSN.COM<00>"
"30842","119.897889","10.10.12.59","10.10.15.255","NBNS","92","Name query NB DSP11<20>"
"30844","119.942697","10.10.10.65","10.10.15.255","NBNS","92","Name query NB WPAD.INFOTECH<00>"
"30845","119.996048","10.10.13.46","239.255.255.250","SSDP","481","NOTIFY * HTTP/1.1 "
"30846","119.996088","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","510","NOTIFY * HTTP/1.1 "
"30848","120.024704","192.168.7.28","192.168.31.255","NBNS","92","Name query NB DMM<1b>"
"30851","120.038637","10.10.12.113","224.0.0.251","MDNS","103","Standard query 0x0003  PTR _D2CA5178._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"30852","120.039525","10.10.14.44","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"30853","120.039541","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"30854","120.041398","10.10.15.174","224.0.0.251","MDNS","276","Standard query 0x0000  ANY 8.8.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.c.1.0.2.4.c.c.5.0.d.f.ip6.arpa, ""QM"" question ANY linux-18.local, ""QM"" question ANY 174.15.10.10.in-addr.arpa, ""QM"" question"
"30855","120.041630","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"30857","120.057973","10.10.13.46","239.255.255.250","SSDP","552","NOTIFY * HTTP/1.1 "
"30858","120.058007","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","581","NOTIFY * HTTP/1.1 "
"30864","120.140044","192.168.9.73","224.0.0.252","LLMNR","64","Standard query 0x3368  A wpad"
"30866","120.149410","10.10.10.122","10.10.15.255","NBNS","92","Name query NB IT.INFOTECH<20>"
"30867","120.153954","192.168.9.208","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30869","120.193166","192.168.28.38","224.0.0.252","LLMNR","75","Standard query 0xef36  AAAA WIN-JJVQTFUFFR8"
"30870","120.205466","10.10.10.91","10.10.15.255","NBNS","92","Name query NB EDLAB13<20>"
"30874","120.242270","10.10.15.174","224.0.0.251","MDNS","258","Standard query response 0x0000  PTR, cache flush linux-18.local HINFO, cache flush X86_64 LINUX A, cache flush 10.10.15.174 PTR, cache flush linux-18.local AAAA, cache flush fd05:cc42:1c2::888"
"30876","120.300630","fe80::104b:adee:75e6:c425","ff02::1:3","LLMNR","95","Standard query 0x2b3d  AAAA WIN-JJVQTFUFFR8"
"30877","120.301081","192.168.14.61","224.0.0.252","LLMNR","75","Standard query 0x2b3d  AAAA WIN-JJVQTFUFFR8"
"30878","120.301819","192.168.28.38","224.0.0.252","LLMNR","75","Standard query 0xef36  AAAA WIN-JJVQTFUFFR8"
"30879","120.308851","fe80::21e1:a200:ff2e:5b58","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"30884","120.336733","10.10.14.78","224.0.0.251","MDNS","103","Standard query 0x0003  PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"30885","120.337459","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"30887","120.360228","10.10.10.123","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"30888","120.360269","10.10.13.46","239.255.255.250","SSDP","536","NOTIFY * HTTP/1.1 "
"30889","120.360277","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","565","NOTIFY * HTTP/1.1 "
"30890","120.371774","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30891","120.373346","10.10.15.174","224.0.0.251","MDNS","154","Standard query 0x0000  ANY linux-18 [78:45:c4:29:19:c8]._workstation._tcp.local, ""QM"" question"
"30892","120.373518","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"30893","120.405652","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"30894","120.408310","fe80::104b:adee:75e6:c425","ff02::1:3","LLMNR","95","Standard query 0x2b3d  AAAA WIN-JJVQTFUFFR8"
"30895","120.408364","192.168.14.61","224.0.0.252","LLMNR","75","Standard query 0x2b3d  AAAA WIN-JJVQTFUFFR8"
"30897","120.424975","192.168.28.35","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"30901","120.435273","192.168.3.148","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30902","120.445739","10.10.10.94","10.10.15.255","NBNS","92","Name query NB MPLAB03<20>"
"30903","120.468183","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"30904","120.480317","10.10.13.46","239.255.255.250","SSDP","481","NOTIFY * HTTP/1.1 "
"30905","120.480342","192.168.3.221","192.168.3.255","NBNS","92","Name query NB WPAD<00>"
"30906","120.481776","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","510","NOTIFY * HTTP/1.1 "
"30907","120.481812","10.10.13.46","239.255.255.250","SSDP","552","NOTIFY * HTTP/1.1 "
"30908","120.481823","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","581","NOTIFY * HTTP/1.1 "
"30909","120.481833","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","84","Standard query 0x2727  A wpad"
"30910","120.481840","192.168.3.221","224.0.0.252","LLMNR","64","Standard query 0x2727  A wpad"
"30911","120.481873","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","84","Standard query 0x153e  AAAA wpad"
"30912","120.481976","192.168.3.221","224.0.0.252","LLMNR","64","Standard query 0x153e  AAAA wpad"
"30919","120.543960","192.168.28.35","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"30929","120.607192","192.168.14.28","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"30939","120.616598","192.168.9.131","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"30940","120.622458","10.10.15.174","224.0.0.251","MDNS","154","Standard query 0x0000  ANY linux-18 [78:45:c4:29:19:c8]._workstation._tcp.local, ""QM"" question"
"30941","120.622498","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"30969","120.652694","192.168.15.171","192.168.31.255","NBNS","92","Name query NB G.CEIPMSN.COM<00>"
"30997","120.709922","10.10.15.19","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"31005","120.743746","10.10.13.46","239.255.255.250","SSDP","538","NOTIFY * HTTP/1.1 "
"31006","120.743788","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","567","NOTIFY * HTTP/1.1 "
"31015","120.774752","192.168.7.28","192.168.31.255","NBNS","92","Name query NB DMM<1b>"
"31061","120.873682","10.10.15.174","224.0.0.251","MDNS","154","Standard query 0x0000  ANY linux-18 [78:45:c4:29:19:c8]._workstation._tcp.local, ""QM"" question"
"31062","120.873721","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"31066","120.880296","192.168.3.140","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"31067","120.880325","192.168.3.217","192.168.31.255","BROWSER","243","Host Announcement ROBO17, Workstation, Server, NT Workstation, Potential Browser"
"31075","120.893375","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","84","Standard query 0x2727  A wpad"
"31076","120.893414","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","84","Standard query 0x153e  AAAA wpad"
"31077","120.893456","192.168.3.221","224.0.0.252","LLMNR","64","Standard query 0x2727  A wpad"
"31078","120.893565","192.168.3.221","224.0.0.252","LLMNR","64","Standard query 0x153e  AAAA wpad"
"31082","120.918338","192.168.9.208","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"31093","121.046474","10.10.14.44","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"31094","121.050166","192.168.16.157","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"31096","121.075070","10.10.15.174","224.0.0.251","MDNS","243","Standard query response 0x0000  TXT, cache flush PTR linux-18 [78:45:c4:29:19:c8]._workstation._tcp.local SRV, cache flush 0 0 9 linux-18.local AAAA, cache flush fd05:cc42:1c2::888 A, cache flush 10.10.15.174 PTR _workstation._tcp.local"
"31098","121.144850","fe80::21cd:6c58:ea6e:ae1f","ff02::1:2","DHCPv6","149","Solicit XID: 0xe9529d CID: 0001000120eba067902b342681a9 "
"31100","121.156571","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31101","121.156889","192.168.9.73","224.0.0.252","LLMNR","64","Standard query 0x701a  A wpad"
"31104","121.167112","10.10.13.46","239.255.255.250","SSDP","472","NOTIFY * HTTP/1.1 "
"31105","121.167138","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","501","NOTIFY * HTTP/1.1 "
"31106","121.171178","fe80::8919:80f4:4d2e:b3f8","ff02::1:3","LLMNR","84","Standard query 0xa9a5  A wpad"
"31107","121.171390","192.168.17.154","224.0.0.252","LLMNR","64","Standard query 0xa9a5  A wpad"
"31108","121.185281","192.168.3.148","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"31109","121.188873","10.10.13.46","239.255.255.250","SSDP","538","NOTIFY * HTTP/1.1 "
"31110","121.188902","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","567","NOTIFY * HTTP/1.1 "
"31111","121.218237","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31114","121.247617","192.168.3.221","192.168.3.255","NBNS","92","Name query NB WPAD<00>"
